=== FIGHT: no_warrior (seed AAAA0001) ===
screenshot: playtest_wren_no_warrior_00_select
classes picked before Start: ["Priest", "Geysermancer", "Siege Master", "Abomination"] (wanted ["Priest", "Geysermancer", "Siege Master", "Abomination"])
screenshot: playtest_wren_no_warrior_01_start
screenshot: playtest_wren_no_warrior_02_tick30
screenshot: playtest_wren_no_warrior_03_tick120
screenshot: playtest_wren_no_warrior_04_tick210
screenshot: playtest_wren_no_warrior_05_tick300
screenshot: playtest_wren_no_warrior_06_tick390
screenshot: playtest_wren_no_warrior_07_tick480
screenshot: playtest_wren_no_warrior_08_end
outcome: PLAYER_WIN at tick 629 (21.0s), survivors 1/4, frames waited 3417
--- event log for no_warrior ---
  tick 0  FIGHT_START  source=-1 target=-1 amount=0 action=
  tick 139  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 139  DAMAGE  source=11 target=0 amount=5 action=cultist_bolt
  tick 139  STATUS_APPLIED  source=11 target=0 amount=0 action=cultist_bolt
  tick 142  DAMAGE  source=-1 target=0 amount=1 action=
  tick 142  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 142  DAMAGE  source=8 target=0 amount=5 action=goblin_arrow
  tick 143  RESOURCE_SPENT  source=3 target=-1 amount=10 action=siege_shot
  tick 143  ACTION_START  source=3 target=12 amount=0 action=siege_shot
  tick 143  DAMAGE  source=-1 target=0 amount=1 action=
  tick 144  ACTION_FIRE  source=0 target=13 amount=0 action=warrior_strike
  tick 144  DAMAGE  source=0 target=13 amount=17 action=warrior_strike
  tick 144  DAMAGE  source=-1 target=0 amount=1 action=
  tick 145  ACTION_FIRE  source=2 target=12 amount=0 action=geyser_blast
  tick 145  DAMAGE  source=2 target=12 amount=9 action=geyser_blast
  tick 146  DAMAGE  source=-1 target=0 amount=1 action=
  tick 149  DAMAGE  source=-1 target=0 amount=1 action=
  tick 150  DAMAGE  source=-1 target=0 amount=1 action=
  tick 151  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 151  DAMAGE  source=-1 target=0 amount=1 action=
  tick 151  ACTION_FIRE  source=3 target=12 amount=0 action=siege_shot
  tick 151  MISS  source=3 target=12 amount=0 action=siege_shot
  tick 152  RESOURCE_SPENT  source=0 target=-1 amount=20 action=warrior_guard
  tick 152  ACTION_START  source=0 target=0 amount=0 action=warrior_guard
  tick 152  DAMAGE  source=-1 target=0 amount=1 action=
  tick 152  ACTION_FIRE  source=13 target=0 amount=0 action=ghoul_maul
  tick 152  DAMAGE  source=13 target=0 amount=13 action=ghoul_maul
  tick 153  DAMAGE  source=-1 target=0 amount=1 action=
  tick 154  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 155  ACTION_FIRE  source=0 target=0 amount=0 action=warrior_guard
  tick 155  DAMAGE  source=0 target=0 amount=0 action=warrior_guard
  tick 155  STATUS_APPLIED  source=0 target=0 amount=0 action=warrior_guard
  tick 156  DAMAGE  source=-1 target=0 amount=1 action=
  tick 157  DAMAGE  source=-1 target=0 amount=1 action=
  tick 158  RESOURCE_SPENT  source=2 target=-1 amount=20 action=geyser_blast
  tick 158  ACTION_START  source=2 target=12 amount=0 action=geyser_blast
  tick 158  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 158  DAMAGE  source=8 target=0 amount=5 action=goblin_arrow
  tick 159  DAMAGE  source=-1 target=0 amount=1 action=
  tick 163  RESOURCE_SPENT  source=3 target=-1 amount=10 action=siege_shot
  tick 163  ACTION_START  source=3 target=12 amount=0 action=siege_shot
  tick 163  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 163  DAMAGE  source=11 target=0 amount=5 action=cultist_bolt
  tick 163  STATUS_APPLIED  source=11 target=0 amount=0 action=cultist_bolt
  tick 164  DAMAGE  source=-1 target=0 amount=1 action=
  tick 165  ACTION_START  source=0 target=13 amount=0 action=warrior_strike
  tick 166  DAMAGE  source=-1 target=0 amount=1 action=
  tick 167  ACTION_START  source=8 target=0 amount=0 action=goblin_arrow
  tick 167  ACTION_START  source=13 target=0 amount=0 action=ghoul_maul
  tick 168  DAMAGE  source=-1 target=0 amount=1 action=
  tick 168  ACTION_FIRE  source=2 target=12 amount=0 action=geyser_blast
  tick 168  MISS  source=2 target=12 amount=0 action=geyser_blast
  tick 169  DAMAGE  source=-1 target=0 amount=1 action=
  tick 170  ACTION_FIRE  source=0 target=13 amount=0 action=warrior_strike
  tick 170  DAMAGE  source=0 target=13 amount=13 action=warrior_strike
  tick 171  DAMAGE  source=-1 target=0 amount=1 action=
  tick 171  ACTION_FIRE  source=3 target=12 amount=0 action=siege_shot
  tick 171  MISS  source=3 target=12 amount=0 action=siege_shot
  tick 172  DAMAGE  source=-1 target=0 amount=1 action=
  tick 174  ACTION_START  source=11 target=0 amount=0 action=cultist_bolt
  tick 174  ACTION_FIRE  source=8 target=0 amount=0 action=goblin_arrow
  tick 174  DAMAGE  source=8 target=0 amount=5 action=goblin_arrow
  tick 176  DAMAGE  source=-1 target=0 amount=1 action=
  tick 177  DAMAGE  source=-1 target=0 amount=1 action=
  tick 178  ACTION_START  source=0 target=13 amount=0 action=warrior_strike
  tick 180  DAMAGE  source=-1 target=0 amount=1 action=
  tick 180  ACTION_FIRE  source=13 target=0 amount=0 action=ghoul_maul
  tick 180  DAMAGE  source=13 target=0 amount=4 action=ghoul_maul
  tick 180  DEATH  source=13 target=0 amount=0 action=ghoul_maul
  tick 183  ACTION_FIRE  source=11 target=0 amount=0 action=cultist_bolt
  tick 183  MISS  source=11 target=0 amount=0 action=cultist_bolt
  tick 193  ACTION_START  source=8 target=2 amount=0 action=goblin_arrow
  tick 200  ACTION_FIRE  source=8 target=2 amount=0 action=goblin_arrow
  tick 200  DAMAGE  source=8 target=2 amount=8 action=goblin_arrow
  tick 209  ACTION_START  source=8 target=2 amount=0 action=goblin_arrow
  tick 213  RESOURCE_SPENT  source=3 target=-1 amount=10 action=siege_shot
  tick 213  ACTION_START  source=3 target=12 amount=0 action=siege_shot
  tick 216  ACTION_FIRE  source=8 target=2 amount=0 action=goblin_arrow
  tick 216  DAMAGE  source=8 target=2 amount=8 action=goblin_arrow
  tick 221  ACTION_FIRE  source=3 target=12 amount=0 action=siege_shot
  tick 221  DAMAGE  source=3 target=12 amount=13 action=siege_shot
  tick 233  ACTION_START  source=8 target=2 amount=0 action=goblin_arrow
  tick 237  RESOURCE_SPENT  source=1 target=-1 amount=15 action=priest_smite
  tick 237  ACTION_START  source=1 target=12 amount=0 action=priest_smite
  tick 240  ACTION_FIRE  source=8 target=2 amount=0 action=goblin_arrow
  tick 240  DAMAGE  source=8 target=2 amount=8 action=goblin_arrow
  tick 243  RESOURCE_SPENT  source=3 target=-1 amount=10 action=siege_shot
  tick 243  ACTION_START  source=3 target=12 amount=0 action=siege_shot
  tick 243  ACTION_START  source=11 target=2 amount=0 action=cultist_bolt
  tick 245  ACTION_FIRE  source=1 target=12 amount=0 action=priest_smite
  tick 245  DAMAGE  source=1 target=12 amount=7 action=priest_smite
  tick 251  ACTION_FIRE  source=3 target=12 amount=0 action=siege_shot
  tick 251  DAMAGE  source=3 target=12 amount=18 action=siege_shot
  tick 252  ACTION_FIRE  source=11 target=2 amount=0 action=cultist_bolt
  tick 252  DAMAGE  source=11 target=2 amount=7 action=cultist_bolt
  tick 252  STATUS_APPLIED  source=11 target=2 amount=0 action=cultist_bolt
  tick 253  DAMAGE  source=-1 target=2 amount=1 action=
  tick 255  DAMAGE  source=-1 target=2 amount=1 action=
  tick 258  ACTION_START  source=8 target=3 amount=0 action=goblin_arrow
  tick 263  DAMAGE  source=-1 target=2 amount=1 action=
  tick 265  ACTION_FIRE  source=8 target=3 amount=0 action=goblin_arrow
  tick 265  DAMAGE  source=8 target=3 amount=8 action=goblin_arrow
  tick 266  DAMAGE  source=-1 target=2 amount=1 action=
  tick 269  DAMAGE  source=-1 target=2 amount=1 action=
  tick 276  DAMAGE  source=-1 target=2 amount=1 action=
  tick 277  DAMAGE  source=-1 target=2 amount=1 action=
  tick 278  RESOURCE_SPENT  source=3 target=-1 amount=10 action=siege_shot
  tick 278  ACTION_START  source=3 target=12 amount=0 action=siege_shot
  tick 278  DAMAGE  source=-1 target=2 amount=1 action=
  tick 282  DAMAGE  source=-1 target=2 amount=1 action=
  tick 283  RESOURCE_SPENT  source=2 target=-1 amount=20 action=geyser_blast
  tick 283  ACTION_START  source=2 target=12 amount=0 action=geyser_blast
  tick 284  ACTION_START  source=11 target=2 amount=0 action=cultist_bolt
  tick 285  DAMAGE  source=-1 target=2 amount=1 action=
  tick 286  DAMAGE  source=-1 target=2 amount=1 action=
  tick 286  ACTION_FIRE  source=3 target=12 amount=0 action=siege_shot
  tick 286  DAMAGE  source=3 target=12 amount=14 action=siege_shot
  tick 287  ACTION_START  source=8 target=2 amount=0 action=goblin_arrow
  tick 289  DAMAGE  source=-1 target=2 amount=1 action=
  tick 293  ACTION_FIRE  source=2 target=12 amount=0 action=geyser_blast
  tick 293  DAMAGE  source=2 target=12 amount=13 action=geyser_blast
  tick 293  DAMAGE  source=-1 target=2 amount=1 action=
  tick 293  ACTION_FIRE  source=11 target=2 amount=0 action=cultist_bolt
  tick 293  DAMAGE  source=11 target=2 amount=7 action=cultist_bolt
  tick 293  STATUS_APPLIED  source=11 target=2 amount=0 action=cultist_bolt
  tick 294  ACTION_FIRE  source=8 target=2 amount=0 action=goblin_arrow
  tick 294  DAMAGE  source=8 target=2 amount=8 action=goblin_arrow
  tick 298  DAMAGE  source=-1 target=2 amount=1 action=
  tick 299  DAMAGE  source=-1 target=2 amount=1 action=
  tick 300  DAMAGE  source=-1 target=2 amount=1 action=
  tick 303  ACTION_START  source=8 target=2 amount=0 action=goblin_arrow
  tick 304  ACTION_START  source=11 target=2 amount=0 action=cultist_bolt
  tick 308  DAMAGE  source=-1 target=2 amount=1 action=
  tick 310  ACTION_FIRE  source=8 target=2 amount=0 action=goblin_arrow
  tick 310  DAMAGE  source=8 target=2 amount=8 action=goblin_arrow
  tick 311  DAMAGE  source=-1 target=2 amount=1 action=
  tick 312  DAMAGE  source=-1 target=2 amount=1 action=
  tick 313  ACTION_FIRE  source=11 target=2 amount=0 action=cultist_bolt
  tick 313  MISS  source=11 target=2 amount=0 action=cultist_bolt
  tick 314  DAMAGE  source=-1 target=2 amount=1 action=
  tick 317  RESOURCE_SPENT  source=3 target=-1 amount=10 action=siege_shot
  tick 317  ACTION_START  source=3 target=12 amount=0 action=siege_shot
  tick 317  DAMAGE  source=-1 target=2 amount=1 action=
  tick 322  DAMAGE  source=-1 target=2 amount=1 action=
  tick 324  DAMAGE  source=-1 target=2 amount=1 action=
  tick 325  DAMAGE  source=-1 target=2 amount=1 action=
  tick 325  ACTION_FIRE  source=3 target=12 amount=0 action=siege_shot
  tick 325  DAMAGE  source=3 target=12 amount=9 action=siege_shot
  tick 335  DAMAGE  source=-1 target=2 amount=1 action=
  tick 340  ACTION_START  source=11 target=1 amount=0 action=cultist_bolt
  tick 341  DAMAGE  source=-1 target=2 amount=1 action=
  tick 344  DAMAGE  source=-1 target=2 amount=1 action=
  tick 346  DAMAGE  source=-1 target=2 amount=1 action=
  tick 347  DAMAGE  source=-1 target=2 amount=1 action=
  tick 349  ACTION_FIRE  source=11 target=1 amount=0 action=cultist_bolt
  tick 349  DAMAGE  source=11 target=1 amount=7 action=cultist_bolt
  tick 349  STATUS_APPLIED  source=11 target=1 amount=0 action=cultist_bolt
  tick 350  DAMAGE  source=-1 target=2 amount=1 action=
  tick 351  RESOURCE_SPENT  source=1 target=-1 amount=15 action=priest_smite
  tick 351  ACTION_START  source=1 target=13 amount=0 action=priest_smite
  tick 351  DAMAGE  source=-1 target=1 amount=1 action=
  tick 353  ACTION_START  source=8 target=1 amount=0 action=goblin_arrow
  tick 353  DAMAGE  source=-1 target=1 amount=1 action=
  tick 354  RESOURCE_SPENT  source=3 target=-1 amount=10 action=siege_shot
  tick 354  ACTION_START  source=3 target=12 amount=0 action=siege_shot
  tick 354  DAMAGE  source=-1 target=2 amount=1 action=
  tick 355  DAMAGE  source=-1 target=1 amount=1 action=
  tick 355  DAMAGE  source=-1 target=2 amount=1 action=
  tick 358  DAMAGE  source=-1 target=1 amount=1 action=
  tick 359  ACTION_FIRE  source=1 target=13 amount=0 action=priest_smite
  tick 359  DAMAGE  source=1 target=13 amount=19 action=priest_smite
  tick 360  ACTION_START  source=11 target=1 amount=0 action=cultist_bolt
  tick 360  DAMAGE  source=-1 target=1 amount=1 action=
  tick 360  ACTION_FIRE  source=8 target=1 amount=0 action=goblin_arrow
  tick 360  DAMAGE  source=8 target=1 amount=8 action=goblin_arrow
  tick 361  DAMAGE  source=-1 target=1 amount=1 action=
  tick 362  ACTION_FIRE  source=3 target=12 amount=0 action=siege_shot
  tick 362  DAMAGE  source=3 target=12 amount=26 action=siege_shot
  tick 363  DAMAGE  source=-1 target=1 amount=1 action=
  tick 363  DAMAGE  source=-1 target=2 amount=1 action=
  tick 365  DAMAGE  source=-1 target=1 amount=1 action=
  tick 365  DAMAGE  source=-1 target=2 amount=1 action=
  tick 366  DAMAGE  source=-1 target=1 amount=1 action=
  tick 367  DAMAGE  source=-1 target=2 amount=1 action=
  tick 368  ACTION_START  source=13 target=1 amount=0 action=ghoul_maul
  tick 369  ACTION_START  source=8 target=1 amount=0 action=goblin_arrow
  tick 369  DAMAGE  source=-1 target=1 amount=1 action=
  tick 369  ACTION_FIRE  source=11 target=1 amount=0 action=cultist_bolt
  tick 369  DAMAGE  source=11 target=1 amount=7 action=cultist_bolt
  tick 369  STATUS_APPLIED  source=11 target=1 amount=0 action=cultist_bolt
  tick 371  DAMAGE  source=-1 target=2 amount=1 action=
  tick 373  DAMAGE  source=-1 target=1 amount=1 action=
  tick 376  ACTION_FIRE  source=8 target=1 amount=0 action=goblin_arrow
  tick 376  DAMAGE  source=8 target=1 amount=8 action=goblin_arrow
  tick 378  DAMAGE  source=-1 target=2 amount=1 action=
  tick 380  ACTION_START  source=11 target=1 amount=0 action=cultist_bolt
  tick 380  DAMAGE  source=-1 target=1 amount=1 action=
  tick 381  RESOURCE_SPENT  source=2 target=-1 amount=20 action=geyser_blast
  tick 381  ACTION_START  source=2 target=12 amount=0 action=geyser_blast
  tick 381  DAMAGE  source=-1 target=2 amount=1 action=
  tick 381  ACTION_FIRE  source=13 target=1 amount=0 action=ghoul_maul
  tick 381  MISS  source=13 target=1 amount=0 action=ghoul_maul
  tick 382  DAMAGE  source=-1 target=2 amount=1 action=
  tick 383  DAMAGE  source=-1 target=2 amount=1 action=
  tick 383  STATUS_EXPIRED  source=-1 target=2 amount=0 action=
  tick 385  ACTION_START  source=8 target=1 amount=0 action=goblin_arrow
  tick 387  DAMAGE  source=-1 target=1 amount=1 action=
  tick 389  ACTION_FIRE  source=11 target=1 amount=0 action=cultist_bolt
  tick 389  DAMAGE  source=11 target=1 amount=7 action=cultist_bolt
  tick 389  STATUS_APPLIED  source=11 target=1 amount=0 action=cultist_bolt
  tick 390  DAMAGE  source=-1 target=1 amount=1 action=
  tick 391  ACTION_FIRE  source=2 target=12 amount=0 action=geyser_blast
  tick 391  DAMAGE  source=2 target=12 amount=9 action=geyser_blast
  tick 392  DAMAGE  source=-1 target=1 amount=1 action=
  tick 392  ACTION_FIRE  source=8 target=1 amount=0 action=goblin_arrow
  tick 392  DAMAGE  source=8 target=1 amount=8 action=goblin_arrow
  tick 393  DAMAGE  source=-1 target=1 amount=1 action=
  tick 395  DAMAGE  source=-1 target=1 amount=1 action=
  tick 399  DAMAGE  source=-1 target=1 amount=1 action=
  tick 400  ACTION_START  source=11 target=1 amount=0 action=cultist_bolt
  tick 401  ACTION_START  source=8 target=1 amount=0 action=goblin_arrow
  tick 401  DAMAGE  source=-1 target=1 amount=1 action=
  tick 402  DAMAGE  source=-1 target=1 amount=1 action=
  tick 408  RESOURCE_SPENT  source=3 target=-1 amount=10 action=siege_shot
  tick 408  ACTION_START  source=3 target=12 amount=0 action=siege_shot
  tick 408  ACTION_FIRE  source=8 target=1 amount=0 action=goblin_arrow
  tick 408  DAMAGE  source=8 target=1 amount=8 action=goblin_arrow
  tick 409  ACTION_FIRE  source=11 target=1 amount=0 action=cultist_bolt
  tick 409  DAMAGE  source=11 target=1 amount=7 action=cultist_bolt
  tick 409  STATUS_APPLIED  source=11 target=1 amount=0 action=cultist_bolt
  tick 410  DAMAGE  source=-1 target=1 amount=1 action=
  tick 413  DAMAGE  source=-1 target=1 amount=1 action=
  tick 416  DAMAGE  source=-1 target=1 amount=1 action=
  tick 416  ACTION_FIRE  source=3 target=12 amount=0 action=siege_shot
  tick 416  DAMAGE  source=3 target=12 amount=11 action=siege_shot
  tick 417  ACTION_START  source=8 target=1 amount=0 action=goblin_arrow
  tick 421  DAMAGE  source=-1 target=1 amount=1 action=
  tick 422  ACTION_START  source=11 target=1 amount=0 action=cultist_bolt
  tick 424  DAMAGE  source=-1 target=1 amount=1 action=
  tick 424  ACTION_FIRE  source=8 target=1 amount=0 action=goblin_arrow
  tick 424  DAMAGE  source=8 target=1 amount=8 action=goblin_arrow
  tick 431  ACTION_FIRE  source=11 target=1 amount=0 action=cultist_bolt
  tick 431  DAMAGE  source=11 target=1 amount=5 action=cultist_bolt
  tick 431  STATUS_APPLIED  source=11 target=1 amount=0 action=cultist_bolt
  tick 431  DEATH  source=11 target=1 amount=0 action=cultist_bolt
  tick 434  RESOURCE_SPENT  source=3 target=-1 amount=10 action=siege_shot
  tick 434  ACTION_START  source=3 target=12 amount=0 action=siege_shot
  tick 442  ACTION_FIRE  source=3 target=12 amount=0 action=siege_shot
  tick 442  DAMAGE  source=3 target=12 amount=22 action=siege_shot
  tick 454  RESOURCE_SPENT  source=3 target=-1 amount=10 action=siege_shot
  tick 454  ACTION_START  source=3 target=12 amount=0 action=siege_shot
  tick 454  ACTION_START  source=8 target=3 amount=0 action=goblin_arrow
  tick 461  ACTION_FIRE  source=8 target=3 amount=0 action=goblin_arrow
  tick 461  DAMAGE  source=8 target=3 amount=8 action=goblin_arrow
  tick 462  ACTION_FIRE  source=3 target=12 amount=0 action=siege_shot
  tick 462  DAMAGE  source=3 target=12 amount=23 action=siege_shot
  tick 470  ACTION_START  source=8 target=3 amount=0 action=goblin_arrow
  tick 477  ACTION_FIRE  source=8 target=3 amount=0 action=goblin_arrow
  tick 477  DAMAGE  source=8 target=3 amount=8 action=goblin_arrow
  tick 483  ACTION_START  source=11 target=3 amount=0 action=cultist_bolt
  tick 486  ACTION_START  source=8 target=3 amount=0 action=goblin_arrow
  tick 490  RESOURCE_SPENT  source=3 target=-1 amount=10 action=siege_shot
  tick 490  ACTION_START  source=3 target=12 amount=0 action=siege_shot
  tick 492  ACTION_FIRE  source=11 target=3 amount=0 action=cultist_bolt
  tick 492  DAMAGE  source=11 target=3 amount=7 action=cultist_bolt
  tick 492  STATUS_APPLIED  source=11 target=3 amount=0 action=cultist_bolt
  tick 493  ACTION_FIRE  source=8 target=3 amount=0 action=goblin_arrow
  tick 493  DAMAGE  source=8 target=3 amount=8 action=goblin_arrow
  tick 495  DAMAGE  source=-1 target=3 amount=1 action=
  tick 496  DAMAGE  source=-1 target=3 amount=1 action=
  tick 498  ACTION_FIRE  source=3 target=12 amount=0 action=siege_shot
  tick 498  DAMAGE  source=3 target=12 amount=8 action=siege_shot
  tick 499  DAMAGE  source=-1 target=3 amount=1 action=
  tick 500  DAMAGE  source=-1 target=3 amount=1 action=
  tick 502  ACTION_START  source=8 target=3 amount=0 action=goblin_arrow
  tick 503  ACTION_START  source=11 target=3 amount=0 action=cultist_bolt
  tick 503  DAMAGE  source=-1 target=3 amount=1 action=
  tick 504  DAMAGE  source=-1 target=3 amount=1 action=
  tick 505  DAMAGE  source=-1 target=3 amount=1 action=
  tick 509  ACTION_FIRE  source=8 target=3 amount=0 action=goblin_arrow
  tick 509  DAMAGE  source=8 target=3 amount=8 action=goblin_arrow
  tick 512  DAMAGE  source=-1 target=3 amount=1 action=
  tick 512  ACTION_FIRE  source=11 target=3 amount=0 action=cultist_bolt
  tick 512  DAMAGE  source=11 target=3 amount=7 action=cultist_bolt
  tick 512  STATUS_APPLIED  source=11 target=3 amount=0 action=cultist_bolt
